travel_id,place_id,source_city,travel_mode,approx_cost,approx_duration_hours
149,1,Bhandara,Own_Car,4200,6.53
150,1,Bhandara,Bike,1359,5.42
151,1,Raigad,Bus,726,7.08
152,1,Raigad,Train,346,5.09
153,1,Raigad,Flight,4588,1.99
154,1,Raigad,Own_Car,3888,7.01
155,1,Raigad,Bike,1217,5.42
156,1,Palghar,Bus,817,5.37
157,1,Palghar,Train,1823,8.58
158,1,Palghar,Flight,4514,1.46
159,1,Palghar,Own_Car,2455,6.41
160,1,Palghar,Bike,1441,5.71
161,1,Vasai,Bus,1238,8.3
162,1,Vasai,Train,1579,7.98
163,1,Vasai,Flight,4649,1.19
164,1,Vasai,Own_Car,3807,3.87
165,1,Vasai,Bike,1583,8.25
166,1,Virar,Bus,556,5.91
167,1,Virar,Train,1471,7.26
168,1,Virar,Flight,5063,2.97
169,1,Virar,Own_Car,4430,9.72
170,1,Virar,Bike,1145,7.22
171,1,Panvel,Bus,529,7.67
172,1,Panvel,Train,788,9.05
173,1,Panvel,Flight,4649,1.34
174,1,Panvel,Own_Car,2679,6.44
175,1,Panvel,Bike,590,8.14
176,1,Alibaug,Bus,668,6.23
177,1,Alibaug,Train,1007,8.03
178,1,Alibaug,Flight,2532,2.45
179,1,Alibaug,Own_Car,2854,3.63
180,1,Alibaug,Bike,1639,6.08
181,1,Shrirampur,Bus,1550,7.18
182,1,Shrirampur,Train,598,7.7
183,1,Shrirampur,Flight,2822,1.32
184,1,Shrirampur,Own_Car,3702,8.38
185,1,Shrirampur,Bike,1903,7.37
186,1,Ahmednagar,Bus,1276,4.14
187,1,Ahmednagar,Train,1666,9.73
188,1,Ahmednagar,Flight,5921,1.46
189,1,Ahmednagar,Own_Car,3725,7.11
190,1,Ahmednagar,Bike,1005,5.54
191,1,Baramati,Bus,1546,4.81
192,1,Baramati,Train,1516,5.5
193,1,Baramati,Flight,2573,2.41
194,1,Baramati,Own_Car,3802,6.47
195,1,Baramati,Bike,620,5.63
196,1,Karad,Bus,951,4.35
197,1,Karad,Train,1343,7.63
198,1,Karad,Flight,4657,1.95
199,1,Karad,Own_Car,2325,4.07
200,1,Karad,Bike,533,11.71
201,1,Miraj,Bus,892,6.99
202,1,Miraj,Train,1492,10.48
203,1,Miraj,Flight,3815,2.28
204,1,Miraj,Own_Car,4322,6.97
205,1,Miraj,Bike,610,8.18
206,1,Ichalkaranji,Bus,1303,4.55
207,1,Ichalkaranji,Train,1805,10.23
208,1,Ichalkaranji,Flight,3097,1.56
209,1,Ichalkaranji,Own_Car,1700,4.7
210,1,Ichalkaranji,Bike,1203,7.75
211,1,Hingoli,Bus,735,8.92
212,1,Hingoli,Train,320,8.44
213,1,Hingoli,Flight,6162,3.02
214,1,Hingoli,Own_Car,4562,3.57
215,1,Hingoli,Bike,591,8.38
216,1,Washim,Bus,1570,9.19
217,1,Washim,Train,1881,5.31
218,1,Washim,Flight,4765,1.91
219,1,Washim,Own_Car,4684,7.63
220,1,Washim,Bike,927,8.38
221,1,Malegaon,Bus,1368,4.38
222,1,Malegaon,Train,655,9.73
223,1,Malegaon,Flight,3643,1.53
224,1,Malegaon,Own_Car,2155,8.29
225,1,Malegaon,Bike,1663,6.2
226,1,Bhusawal,Bus,1574,7.03
227,1,Bhusawal,Train,1500,10.33
228,1,Bhusawal,Flight,4130,3.3
229,1,Bhusawal,Own_Car,4403,6.18
230,1,Bhusawal,Bike,655,7.89
231,1,Chalisgaon,Bus,1340,7.41
232,1,Chalisgaon,Train,1327,8.84
233,1,Chalisgaon,Flight,6937,1.27
234,1,Chalisgaon,Own_Car,3714,5.4
235,1,Chalisgaon,Bike,1108,7.8
236,1,Pandharpur,Bus,977,4.47
237,1,Pandharpur,Train,1848,8.08
238,1,Pandharpur,Flight,4556,1.69
239,1,Pandharpur,Own_Car,2165,9.07
240,1,Pandharpur,Bike,866,7.87
241,1,Udgir,Bus,1495,8.17
242,1,Udgir,Train,1998,4.08
243,1,Udgir,Flight,4086,2.87
244,1,Udgir,Own_Car,3239,6.56
245,1,Udgir,Bike,1770,9.03
246,1,Sangamner,Bus,411,5.5
247,1,Sangamner,Train,1246,5.74
248,1,Sangamner,Flight,3947,3.08
249,1,Sangamner,Own_Car,2417,7.03
250,1,Sangamner,Bike,977,9.76
251,2,Mumbai,Bus,1010,7.18
252,2,Mumbai,Train,1403,6.96
253,2,Mumbai,Flight,3106,1.38
254,2,Mumbai,Own_Car,2163,5.9
255,2,Mumbai,Bike,710,10.49
256,2,Pune,Bus,552,8.53
257,2,Pune,Train,523,3.86
258,2,Pune,Flight,5700,2.89
259,2,Pune,Own_Car,1791,4.47
260,2,Pune,Bike,1539,9.54
261,2,Nagpur,Bus,1277,8.44
262,2,Nagpur,Train,1043,5.67
263,2,Nagpur,Flight,5686,2.5
264,2,Nagpur,Own_Car,1917,5.55
265,2,Nagpur,Bike,817,11.41
266,2,Nashik,Bus,1468,4.01
267,2,Nashik,Train,386,8.41
268,2,Nashik,Flight,2944,2.97
269,2,Nashik,Own_Car,2396,6.12
270,2,Nashik,Bike,943,7.17
271,2,Aurangabad,Bus,448,8.74
272,2,Aurangabad,Train,1769,8.56
273,2,Aurangabad,Flight,3686,3.44
274,2,Aurangabad,Own_Car,4962,7.7
275,2,Aurangabad,Bike,883,11.23
276,2,Thane,Bus,1330,9.35
277,2,Thane,Train,573,6.22
278,2,Thane,Flight,4285,1.15
279,2,Thane,Own_Car,4741,7.52
280,2,Thane,Bike,1747,10.76
281,2,Navi Mumbai,Bus,1171,7.07
282,2,Navi Mumbai,Train,991,9.51
283,2,Navi Mumbai,Flight,3114,2.21
284,2,Navi Mumbai,Own_Car,3635,8.9
285,2,Navi Mumbai,Bike,1528,6.05
286,2,Kalyan,Bus,969,6.04
287,2,Kalyan,Train,740,9.48
288,2,Kalyan,Flight,4559,2.56
289,2,Kalyan,Own_Car,2575,7.92
290,2,Kalyan,Bike,1108,6.1
291,2,Dombivli,Bus,1329,4.05
292,2,Dombivli,Train,633,6.35
293,2,Dombivli,Flight,6971,2.96
294,2,Dombivli,Own_Car,4770,7.79
295,2,Dombivli,Bike,1881,5.98
296,2,Amravati,Bus,1063,6.06
297,2,Amravati,Train,955,4.47
298,2,Amravati,Flight,2965,1.9
299,2,Amravati,Own_Car,1779,3.54
300,2,Amravati,Bike,1389,6.94
301,2,Kolhapur,Bus,608,6.77
302,2,Kolhapur,Train,1247,5.64
303,2,Kolhapur,Flight,5281,3.49
304,2,Kolhapur,Own_Car,3879,7.25
305,2,Kolhapur,Bike,819,7.73
306,2,Solapur,Bus,979,9.05
307,2,Solapur,Train,670,5.33
308,2,Solapur,Flight,6534,1.83
309,2,Solapur,Own_Car,1702,8.38
310,2,Solapur,Bike,727,5.25
311,2,Sangli,Bus,1458,4.32
312,2,Sangli,Train,1240,5.37
313,2,Sangli,Flight,6559,3.44
314,2,Sangli,Own_Car,3137,5.32
315,2,Sangli,Bike,1180,9.13
316,2,Satara,Bus,1081,8.14
317,2,Satara,Train,1710,6.68
318,2,Satara,Flight,2910,1.16
319,2,Satara,Own_Car,3289,4.31
320,2,Satara,Bike,661,9.7
321,2,Ratnagiri,Bus,956,5.81
322,2,Ratnagiri,Train,518,6.26
323,2,Ratnagiri,Flight,4401,1.94
324,2,Ratnagiri,Own_Car,1987,9.71
325,2,Ratnagiri,Bike,1576,11.96
326,2,Sindhudurg,Bus,1197,7.03
327,2,Sindhudurg,Train,686,8.92
328,2,Sindhudurg,Flight,2918,2.28
329,2,Sindhudurg,Own_Car,3580,7.73
330,2,Sindhudurg,Bike,917,5.18
331,2,Latur,Bus,637,8.81
332,2,Latur,Train,1093,5.2
333,2,Latur,Flight,6341,3.01
334,2,Latur,Own_Car,4274,5.01
335,2,Latur,Bike,1347,8.85
336,2,Osmanabad,Bus,1152,4.03
337,2,Osmanabad,Train,1398,4.01
338,2,Osmanabad,Flight,6400,1.09
339,2,Osmanabad,Own_Car,1701,5.39
340,2,Osmanabad,Bike,1012,6.1
341,2,Beed,Bus,1470,7.08
342,2,Beed,Train,1608,8.63
343,2,Beed,Flight,6442,2.04
344,2,Beed,Own_Car,1707,9.65
345,2,Beed,Bike,666,5.42
346,2,Jalgaon,Bus,1399,7.99
347,2,Jalgaon,Train,1825,4.57
348,2,Jalgaon,Flight,3716,2.27
349,2,Jalgaon,Own_Car,2021,5.43
350,2,Jalgaon,Bike,1443,8.02
351,2,Dhule,Bus,569,4.97
352,2,Dhule,Train,1368,9.82
353,2,Dhule,Flight,5248,2.48
354,2,Dhule,Own_Car,4845,9.4
355,2,Dhule,Bike,1229,6.7
356,2,Nanded,Bus,1344,5.72
357,2,Nanded,Train,1050,6.32
358,2,Nanded,Flight,3861,2.77
359,2,Nanded,Own_Car,2254,9.24
360,2,Nanded,Bike,1102,5.02
361,2,Parbhani,Bus,627,6.06
362,2,Parbhani,Train,1370,9.54
363,2,Parbhani,Flight,2955,2.41
364,2,Parbhani,Own_Car,3209,5.34
365,2,Parbhani,Bike,1502,11.04
366,2,Akola,Bus,1409,5.25
367,2,Akola,Train,574,4.63
368,2,Akola,Flight,4767,1.26
369,2,Akola,Own_Car,4973,6.9
370,2,Akola,Bike,1424,6.35
371,2,Buldhana,Bus,482,7.31
372,2,Buldhana,Train,1005,4.79
373,2,Buldhana,Flight,4021,3.01
374,2,Buldhana,Own_Car,4691,8.65
375,2,Buldhana,Bike,1529,11.37
376,2,Yavatmal,Bus,457,8.25
377,2,Yavatmal,Train,1448,7.47
378,2,Yavatmal,Flight,6685,3.17
379,2,Yavatmal,Own_Car,2229,8.35
380,2,Yavatmal,Bike,1425,5.24
381,2,Wardha,Bus,895,5.92
382,2,Wardha,Train,512,3.94
383,2,Wardha,Flight,4646,3.17
384,2,Wardha,Own_Car,3513,7.03
385,2,Wardha,Bike,1462,11.91
386,2,Chandrapur,Bus,1538,4.12
387,2,Chandrapur,Train,1726,5.8
388,2,Chandrapur,Flight,5151,1.28
389,2,Chandrapur,Own_Car,4870,3.96
390,2,Chandrapur,Bike,1393,8.14
391,2,Gondia,Bus,1360,7.54
392,2,Gondia,Train,1450,7.96
393,2,Gondia,Flight,4779,2.3
394,2,Gondia,Own_Car,4068,3.62
395,2,Gondia,Bike,1098,9.49
396,2,Bhandara,Bus,834,4.54
397,2,Bhandara,Train,1653,9.97
398,2,Bhandara,Flight,3198,1.03
399,2,Bhandara,Own_Car,4346,4.44
400,2,Bhandara,Bike,1958,5.8
401,2,Raigad,Bus,1362,6.01
402,2,Raigad,Train,1353,7.4
403,2,Raigad,Flight,3656,2.98
404,2,Raigad,Own_Car,3718,9.75
405,2,Raigad,Bike,1046,6.1
406,2,Palghar,Bus,1501,9.28
407,2,Palghar,Train,1948,8.06
408,2,Palghar,Flight,4990,2.22
409,2,Palghar,Own_Car,2352,7.45
410,2,Palghar,Bike,636,5.75
411,2,Vasai,Bus,1044,6.75
412,2,Vasai,Train,733,4.93
413,2,Vasai,Flight,6886,1.57
414,2,Vasai,Own_Car,2475,7.91
415,2,Vasai,Bike,1322,6.57
416,2,Virar,Bus,740,4.95
417,2,Virar,Train,1789,4.03
418,2,Virar,Flight,6855,3.33
419,2,Virar,Own_Car,3896,5.86
420,2,Virar,Bike,782,7.71
421,2,Panvel,Bus,1293,7.6
422,2,Panvel,Train,325,5.93
423,2,Panvel,Flight,4329,2.16
424,2,Panvel,Own_Car,4434,8.12
425,2,Panvel,Bike,1300,11.04
426,2,Alibaug,Bus,612,4.88
427,2,Alibaug,Train,886,6.31
428,2,Alibaug,Flight,6606,2.91
429,2,Alibaug,Own_Car,3238,7.03
430,2,Alibaug,Bike,1022,6.44
431,2,Shrirampur,Bus,1107,6.74
432,2,Shrirampur,Train,856,4.98
433,2,Shrirampur,Flight,4488,1.45
434,2,Shrirampur,Own_Car,3261,9.5
435,2,Shrirampur,Bike,735,8.56
436,2,Ahmednagar,Bus,1107,7.59
437,2,Ahmednagar,Train,909,7.8
438,2,Ahmednagar,Flight,5875,2.09
439,2,Ahmednagar,Own_Car,2036,3.94
440,2,Ahmednagar,Bike,732,9.51
441,2,Baramati,Bus,753,8.91
442,2,Baramati,Train,1177,10.46
443,2,Baramati,Flight,3109,1.39
444,2,Baramati,Own_Car,3161,4.08
445,2,Baramati,Bike,1442,5.9
446,2,Karad,Bus,683,4.28
447,2,Karad,Train,1111,9.02
448,2,Karad,Flight,5002,2.07
449,2,Karad,Own_Car,1993,7.65
450,2,Karad,Bike,866,8.06
451,2,Miraj,Bus,1039,4.85
452,2,Miraj,Train,1864,8.78
453,2,Miraj,Flight,6627,2.71
454,2,Miraj,Own_Car,4847,9.52
455,2,Miraj,Bike,613,9.76
456,2,Ichalkaranji,Bus,516,4.25
457,2,Ichalkaranji,Train,1934,8.69
458,2,Ichalkaranji,Flight,2652,1.72
459,2,Ichalkaranji,Own_Car,2439,7.36
460,2,Ichalkaranji,Bike,1768,9.88
461,2,Hingoli,Bus,1524,5.65
462,2,Hingoli,Train,927,5.3
463,2,Hingoli,Flight,5151,1.24
464,2,Hingoli,Own_Car,4437,3.94
465,2,Hingoli,Bike,1618,11.15
466,2,Washim,Bus,1094,9.46
467,2,Washim,Train,1204,4.68
468,2,Washim,Flight,2795,3.24
469,2,Washim,Own_Car,4583,7.88
470,2,Washim,Bike,503,8.41
471,2,Malegaon,Bus,1061,5.68
472,2,Malegaon,Train,391,8.08
473,2,Malegaon,Flight,6646,1.05
474,2,Malegaon,Own_Car,4813,7.31
475,2,Malegaon,Bike,1618,11.65
476,2,Bhusawal,Bus,878,9.06
477,2,Bhusawal,Train,1086,6.57
478,2,Bhusawal,Flight,5442,3.03
479,2,Bhusawal,Own_Car,4337,9.96
480,2,Bhusawal,Bike,1275,9.39
481,2,Chalisgaon,Bus,1046,4.71
482,2,Chalisgaon,Train,578,7.68
483,2,Chalisgaon,Flight,3585,1.72
484,2,Chalisgaon,Own_Car,1918,6.94
485,2,Chalisgaon,Bike,1396,5.93
486,2,Pandharpur,Bus,675,4.25
487,2,Pandharpur,Train,720,6.18
488,2,Pandharpur,Flight,5786,1.7
489,2,Pandharpur,Own_Car,2797,4.87
490,2,Pandharpur,Bike,1491,10.31
491,2,Udgir,Bus,1081,9.71
492,2,Udgir,Train,1534,8.94
493,2,Udgir,Flight,3139,2.25
494,2,Udgir,Own_Car,4460,7.91
495,2,Udgir,Bike,1947,8.61
496,2,Sangamner,Bus,1599,7.48
497,2,Sangamner,Train,977,9.93
498,2,Sangamner,Flight,3652,3.02
499,2,Sangamner,Own_Car,3201,8.69
500,2,Sangamner,Bike,1857,6.19
501,3,Mumbai,Bus,645,9.33
502,3,Mumbai,Train,1323,10.17
503,3,Mumbai,Flight,4968,2.13
504,3,Mumbai,Own_Car,2227,9.94
505,3,Mumbai,Bike,1827,8.79
506,3,Pune,Bus,1159,6.02
507,3,Pune,Train,924,7.78
508,3,Pune,Flight,2766,3.49
509,3,Pune,Own_Car,3250,8.34
510,3,Pune,Bike,941,10.71
511,3,Nagpur,Bus,1171,6.23
512,3,Nagpur,Train,1843,6.99
513,3,Nagpur,Flight,5708,2.06
514,3,Nagpur,Own_Car,4615,4.11
515,3,Nagpur,Bike,1486,10.5
516,3,Nashik,Bus,1435,4.57
517,3,Nashik,Train,1524,5.41
518,3,Nashik,Flight,6322,1.66
519,3,Nashik,Own_Car,1926,4.55
520,3,Nashik,Bike,677,10.97
521,3,Aurangabad,Bus,827,4.95
522,3,Aurangabad,Train,1137,5.37
523,3,Aurangabad,Flight,4724,2.74
524,3,Aurangabad,Own_Car,2746,5.12
525,3,Aurangabad,Bike,771,6.38
526,3,Thane,Bus,668,6.06
527,3,Thane,Train,1986,9.88
528,3,Thane,Flight,4271,2.55
529,3,Thane,Own_Car,1585,8.99
530,3,Thane,Bike,1906,10.14
531,3,Navi Mumbai,Bus,611,7.26
532,3,Navi Mumbai,Train,1992,8.67
533,3,Navi Mumbai,Flight,4121,3.05
534,3,Navi Mumbai,Own_Car,4365,9.03
535,3,Navi Mumbai,Bike,1049,9.03
536,3,Kalyan,Bus,757,8.55
537,3,Kalyan,Train,323,8.46
538,3,Kalyan,Flight,5151,1.69
539,3,Kalyan,Own_Car,4802,7.17
540,3,Kalyan,Bike,924,11.52
541,3,Dombivli,Bus,1490,8.73
542,3,Dombivli,Train,1897,7.13
543,3,Dombivli,Flight,3060,3.37
544,3,Dombivli,Own_Car,4010,9.07
545,3,Dombivli,Bike,1668,10.03
546,3,Amravati,Bus,514,9.27
547,3,Amravati,Train,1307,10.41
548,3,Amravati,Flight,2562,1.97
549,3,Amravati,Own_Car,4851,5.87
550,3,Amravati,Bike,961,7.42
551,3,Kolhapur,Bus,431,5.97
552,3,Kolhapur,Train,357,4.94
553,3,Kolhapur,Flight,5231,3.49
554,3,Kolhapur,Own_Car,3884,8.56
555,3,Kolhapur,Bike,1573,9.45
556,3,Solapur,Bus,1384,7.08
557,3,Solapur,Train,1496,6.76
558,3,Solapur,Flight,5187,1.21
559,3,Solapur,Own_Car,2765,7.22
560,3,Solapur,Bike,599,11.9
561,3,Sangli,Bus,736,7.43
562,3,Sangli,Train,1124,9.01
563,3,Sangli,Flight,3963,3.04
564,3,Sangli,Own_Car,2083,4.98
565,3,Sangli,Bike,686,8.53
566,3,Satara,Bus,1236,7.71
567,3,Satara,Train,1471,3.91
568,3,Satara,Flight,3785,1.29
569,3,Satara,Own_Car,3824,8.57
570,3,Satara,Bike,1219,5.52
571,3,Ratnagiri,Bus,819,6.76
572,3,Ratnagiri,Train,1351,9.16
573,3,Ratnagiri,Flight,3386,1.57
574,3,Ratnagiri,Own_Car,3567,6.33
575,3,Ratnagiri,Bike,1979,11.45
576,3,Sindhudurg,Bus,1319,8.77
577,3,Sindhudurg,Train,485,7.48
578,3,Sindhudurg,Flight,3903,2.05
579,3,Sindhudurg,Own_Car,3147,4.36
580,3,Sindhudurg,Bike,1311,8.19
581,3,Latur,Bus,1194,7.09
582,3,Latur,Train,965,6.28
583,3,Latur,Flight,4474,3.14
584,3,Latur,Own_Car,3750,5.06
585,3,Latur,Bike,666,9.37
586,3,Osmanabad,Bus,594,5.08
587,3,Osmanabad,Train,1097,5.72
588,3,Osmanabad,Flight,5101,3.12
589,3,Osmanabad,Own_Car,3352,6.02
590,3,Osmanabad,Bike,708,10.81
591,3,Beed,Bus,1068,5.87
592,3,Beed,Train,1602,10.21
593,3,Beed,Flight,6373,1.24
594,3,Beed,Own_Car,3694,4.18
595,3,Beed,Bike,694,8.37
596,3,Jalgaon,Bus,590,4.96
597,3,Jalgaon,Train,1638,5.63
598,3,Jalgaon,Flight,6488,2.91
599,3,Jalgaon,Own_Car,2257,7.61
600,3,Jalgaon,Bike,1362,7.36
601,3,Dhule,Bus,817,4.04
602,3,Dhule,Train,1768,5.28
603,3,Dhule,Flight,5027,2.29
604,3,Dhule,Own_Car,3788,9.24
605,3,Dhule,Bike,1356,7.38
606,3,Nanded,Bus,1263,5.62
607,3,Nanded,Train,1877,8.8
608,3,Nanded,Flight,5351,1.44
609,3,Nanded,Own_Car,2254,8.27
610,3,Nanded,Bike,730,5.39
611,3,Parbhani,Bus,607,8.56
612,3,Parbhani,Train,656,6.74
613,3,Parbhani,Flight,2548,1.93
614,3,Parbhani,Own_Car,1815,5.58
615,3,Parbhani,Bike,1194,10.68
616,3,Akola,Bus,990,9.6
617,3,Akola,Train,1524,5.49
618,3,Akola,Flight,2831,1.06
619,3,Akola,Own_Car,3545,5.81
620,3,Akola,Bike,1240,6.7
621,3,Buldhana,Bus,1441,4.43
622,3,Buldhana,Train,374,8.91
623,3,Buldhana,Flight,5099,1.96
624,3,Buldhana,Own_Car,2283,6.79
625,3,Buldhana,Bike,1323,10.37
626,3,Yavatmal,Bus,1013,8.59
627,3,Yavatmal,Train,1189,4.79
628,3,Yavatmal,Flight,2790,1.03
629,3,Yavatmal,Own_Car,3192,9.17
630,3,Yavatmal,Bike,794,7.31
631,3,Wardha,Bus,1211,7.08
632,3,Wardha,Train,607,3.61
633,3,Wardha,Flight,2576,3.15
634,3,Wardha,Own_Car,2692,8.28
635,3,Wardha,Bike,1649,6.38
636,3,Chandrapur,Bus,614,4.88
637,3,Chandrapur,Train,1398,7.93
638,3,Chandrapur,Flight,6103,2.1
639,3,Chandrapur,Own_Car,4024,6.55
640,3,Chandrapur,Bike,1390,11.79
641,3,Gondia,Bus,548,4.96
642,3,Gondia,Train,1779,7.13
643,3,Gondia,Flight,5530,1.43
644,3,Gondia,Own_Car,4488,6.93
645,3,Gondia,Bike,1156,8.73
646,3,Bhandara,Bus,1578,9.35
647,3,Bhandara,Train,1148,5.75
648,3,Bhandara,Flight,5609,3.19
649,3,Bhandara,Own_Car,3906,6.13
650,3,Bhandara,Bike,727,5.7
651,3,Raigad,Bus,1587,7.21
652,3,Raigad,Train,795,3.74
653,3,Raigad,Flight,2990,2.39
654,3,Raigad,Own_Car,3906,5.62
655,3,Raigad,Bike,1669,10.22
656,3,Palghar,Bus,598,5.86
657,3,Palghar,Train,702,9.66
658,3,Palghar,Flight,2660,1.95
659,3,Palghar,Own_Car,4228,9.64
660,3,Palghar,Bike,1434,8.77
661,3,Vasai,Bus,929,9.75
662,3,Vasai,Train,994,4.29
663,3,Vasai,Flight,6600,2.28
664,3,Vasai,Own_Car,3581,7.3
665,3,Vasai,Bike,1180,5.29
666,3,Virar,Bus,408,6.06
667,3,Virar,Train,1525,6.23
668,3,Virar,Flight,4683,1.32
669,3,Virar,Own_Car,4149,4.67
670,3,Virar,Bike,1158,11.9
671,3,Panvel,Bus,1285,4.85
672,3,Panvel,Train,1066,3.72
